URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
93,https://insights.blackcoffer.com/how-the-covid-19-crisis-is-redefining-jobs-and-services/,50.0,83.0,-0.24812029888631354,0.111764705788433,9.504761814240364,0.6733466933867736,4.071243403050856,9.504761904761905,609.0,998.0,2447.0,1.0,6.520040080160321
94,https://insights.blackcoffer.com/how-to-increase-social-media-engagement-for-marketers/,80.0,61.0,0.13475177209395905,0.11076197948879656,13.759999816533336,0.7025193798449613,5.785007678551319,13.76,609.0,1032.0,2531.0,1.0,6.665697674418604
95,https://insights.blackcoffer.com/impacts-of-covid-19-on-streets-sides-food-stalls/,37.0,72.0,-0.3211009144853127,0.14572192493887443,16.78378333016802,0.6714975845410628,6.9821123658836335,16.783783783783782,609.0,621.0,1547.0,1.0,6.600644122383253
96,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets-2/,35.0,73.0,-0.3518518485939644,0.0827586206262386,22.934782110113435,0.7298578199052133,9.465855972007459,22.934782608695652,609.0,1055.0,2632.0,1.0,6.927962085308057
97,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-5/,33.0,76.0,-0.39449540922481274,0.1610044310768029,13.365853332540164,0.7226277372262774,5.635392427906577,13.365853658536585,609.0,548.0,1378.0,1.0,6.735401459854015
98,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-4/,52.0,78.0,-0.1999999984615385,0.16169154208744832,9.852941031574398,0.6671641791044776,4.20804208427155,9.852941176470589,609.0,670.0,1631.0,1.0,6.380597014925373
99,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-2/,41.0,56.0,-0.15463917366351368,0.1385714283734694,19.37499939453127,0.7112903225806452,8.034515886844765,19.375,609.0,620.0,1532.0,1.0,6.570967741935484
100,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-3/,63.0,95.0,-0.2025316442877744,0.16407061249836905,26.89655079667066,0.6717948717948717,11.027338267386213,26.896551724137932,609.0,780.0,1980.0,1.0,7.0487179487179485
101,https://insights.blackcoffer.com/travel-and-tourism-outlook/,12.0,17.0,-0.17241378715814526,0.22656249822998048,12.374998453125194,0.696969696969697,5.228787260037957,12.375,609.0,99.0,226.0,1.0,6.242424242424242
102,https://insights.blackcoffer.com/gaming-disorder-and-effects-of-gaming-on-health/,52.0,99.0,-0.3112582760843823,0.19712793707946744,12.352940934256061,0.7063492063492064,5.223716056242107,12.352941176470589,609.0,630.0,1489.0,1.0,6.352380952380952
103,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation/,22.0,59.0,-0.45679011781740597,0.16701030893399937,18.399999080000047,0.7255434782608695,7.650217023304368,18.4,609.0,368.0,883.0,1.0,6.5625
104,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation-2/,42.0,84.0,-0.3333333306878307,0.1623711338113774,14.999999666666675,0.7333333333333333,6.293333200000003,15.0,609.0,675.0,1738.0,1.0,6.896296296296296
105,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-office-space-and-co-working-industries/,33.0,54.0,-0.24137930757035278,0.13425925905206904,20.384614600591746,0.720754716981132,8.442147727029152,20.384615384615383,609.0,530.0,1316.0,1.0,6.5452830188679245
106,https://insights.blackcoffer.com/contribution-of-handicrafts-visual-arts-literature-in-the-indian-economy/,15.0,22.0,-0.18918918407596802,0.1217105259154259,27.444441395062068,0.7651821862348178,11.283849432518755,27.444444444444443,609.0,247.0,630.0,1.0,7.2591093117408905
107,https://insights.blackcoffer.com/how-covid-19-is-impacting-payment-preferences/,20.0,26.0,-0.13043477977315696,0.10244988841325192,14.399999424000022,0.6527777777777778,6.02111088071112,14.4,609.0,360.0,753.0,1.0,6.083333333333333
108,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,59.0,100.0,-0.2578616335983545,0.21171770943845844,31.736840434903133,0.7545605306799337,12.996560386233227,31.736842105263158,609.0,603.0,1571.0,1.0,7.08457711442786
109,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis/,40.0,51.0,-0.12087911955077892,0.21770334876147523,21.937498628906333,0.6381766381766382,9.03027010683319,21.9375,609.0,351.0,743.0,1.0,5.7578347578347575
110,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding/,15.0,71.0,-0.6511627831260142,0.11764705866258952,25.782607574669235,0.7453625632377741,10.611188055162804,25.782608695652176,609.0,593.0,1517.0,1.0,7.097807757166947
111,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-2/,29.0,67.0,-0.3958333292100695,0.13892908807680307,15.15789433795015,0.7829861111111112,6.376352179624504,15.157894736842104,609.0,576.0,1534.0,1.0,7.081597222222222
112,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-3/,54.0,117.0,-0.3684210504770699,0.22679045062759887,13.977272409607446,0.7252032520325203,5.880990264655987,13.977272727272727,609.0,615.0,1569.0,1.0,6.933333333333334
113,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-3/,43.0,81.0,-0.3064516104318419,0.1298429318012116,14.358490295122825,0.6977660972404731,6.022502556945319,14.358490566037736,609.0,761.0,1782.0,1.0,6.503285151116952
114,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work/,48.0,74.0,-0.21311475235151842,0.11708253347688816,13.59374978759766,0.6885057471264368,5.712902213889639,13.59375,609.0,870.0,2056.0,1.0,6.487356321839081
115,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding-2/,51.0,96.0,-0.3061224468971262,0.1111951587661156,20.452829802776797,0.7084870848708487,8.46452675505906,20.452830188679247,609.0,1084.0,2636.0,1.0,6.625461254612546
116,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-4/,20.0,42.0,-0.35483870395421446,0.11923076900147929,46.69999533000047,0.5910064239828694,18.916400701593336,46.7,609.0,467.0,919.0,1.0,5.4689507494646685
117,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-2/,79.0,118.0,-0.1979695421422866,0.14358600572624924,20.722221838477374,0.7372654155495979,8.583794901610789,20.72222222222222,609.0,1119.0,2899.0,1.0,6.9508489722966935
118,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-3/,43.0,74.0,-0.264957262692673,0.141818181646281,10.492307530887578,0.6480938416422287,4.456160549011923,10.492307692307692,609.0,682.0,1521.0,1.0,5.9662756598240465
119,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-4/,9.0,33.0,-0.5714285578231296,0.16153846091715976,20.0999979900002,0.7114427860696517,8.324576310427942,20.1,609.0,201.0,526.0,1.0,7.388059701492537
120,https://insights.blackcoffer.com/why-scams-like-nirav-modi-happen-with-indian-banks/,71.0,132.0,-0.30049260935717925,0.1257744732801893,17.710526082756235,0.6968796433878157,7.362962290457621,17.710526315789473,609.0,1346.0,3177.0,1.0,6.596582466567607
121,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy/,58.0,101.0,-0.270440249871445,0.17339149381309543,14.035087473068641,0.65375,5.875534989227457,14.035087719298245,609.0,800.0,1780.0,1.0,5.93625
122,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy-2/,55.0,105.0,-0.312499998046875,0.12708498798484114,13.59459441088386,0.6918489065606361,5.714577326977799,13.594594594594595,609.0,1006.0,2377.0,1.0,6.404572564612326
123,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy-2/,73.0,125.0,-0.2626262612998674,0.16296296282883704,25.624999359375018,0.7414634146341463,10.546585109603667,25.625,609.0,1025.0,2511.0,1.0,6.697560975609756
124,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-3/,70.0,105.0,-0.19999999885714287,0.11937244193767227,21.851851447187936,0.7237288135593221,9.030232104298904,21.85185185185185,609.0,1180.0,2918.0,1.0,6.791525423728814
125,https://insights.blackcoffer.com/should-celebrities-be-allowed-to-join-politics/,88.0,77.0,0.06666666626262627,0.13033175345155468,17.736841794090495,0.7477744807121661,7.393846509921065,17.736842105263158,609.0,1011.0,2685.0,1.0,7.030662710187933
126,https://insights.blackcoffer.com/how-prepared-is-india-to-tackle-a-possible-covid-19-outbreak/,34.0,64.0,-0.30612244585589343,0.1652613825206385,16.892856539540837,0.6997885835095138,7.03705804922014,16.892857142857142,609.0,473.0,1154.0,1.0,6.723044397463002
127,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work/,49.0,114.0,-0.3987730036885092,0.1433597184315218,16.53571399043368,0.755939524838013,6.916661406108678,16.535714285714285,609.0,926.0,2385.0,1.0,6.9514038876889845
128,https://insights.blackcoffer.com/controversy-as-a-marketing-strategy/,48.0,61.0,-0.11926605395168759,0.15820029004615344,13.658536252230824,0.7125,5.748414500892331,13.658536585365853,609.0,560.0,1368.0,1.0,6.526785714285714
129,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry/,19.0,56.0,-0.49333332675555563,0.13888888863168725,17.499999270833364,0.7380952380952381,7.295237803571441,17.5,609.0,420.0,1058.0,1.0,6.7214285714285715
130,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets/,40.0,90.0,-0.38461538165680476,0.10594947016630034,95.99999127272807,0.7339015151515151,38.69355711515183,96.0,609.0,1056.0,2629.0,1.0,6.723484848484849
131,https://insights.blackcoffer.com/what-are-the-key-policies-that-will-mitigate-the-impacts-of-covid-19-on-the-world-of-work/,92.0,85.0,0.0395480223754349,0.13871473343360913,16.230768981065093,0.7497630331753554,6.79221280569618,16.23076923076923,609.0,1055.0,2657.0,1.0,6.827488151658768
132,https://insights.blackcoffer.com/marketing-drives-results-with-a-focus-on-problems/,49.0,65.0,-0.14035087596183443,0.11035817995125054,13.533333107777782,0.7216748768472906,5.702003193850029,13.533333333333333,609.0,812.0,2008.0,1.0,6.651477832512315
133,https://insights.blackcoffer.com/continued-demand-for-sustainability/,59.0,86.0,-0.18620689526753867,0.19028871366103844,17.611110621913596,0.7981072555205048,7.363687150973641,17.61111111111111,609.0,634.0,1815.0,1.0,7.493690851735016
134,https://insights.blackcoffer.com/coronavirus-disease-covid-19-effect-the-impact-and-role-of-mass-media-during-the-pandemic/,17.0,35.0,-0.34615383949704154,0.17931034420927466,16.214284556122532,0.7973568281938326,6.804656553726547,16.214285714285715,609.0,227.0,661.0,1.0,7.405286343612334
135,https://insights.blackcoffer.com/should-people-wear-fabric-gloves-seeking-evidence-regarding-the-differential-transfer-of-covid-19-or-coronaviruses-generally-between-surfaces/,18.0,15.0,0.09090908815427007,0.14932126629266396,14.916665423611216,0.6480446927374302,6.225884046539459,14.916666666666666,609.0,179.0,375.0,1.0,5.670391061452514
136,https://insights.blackcoffer.com/why-is-there-a-severe-immunological-and-inflammatory-explosion-in-those-affected-by-sarms-covid-19/,13.0,30.0,-0.39534882801514354,0.18067226814843584,14.615383491124348,0.6684210526315789,6.113521817502371,14.615384615384615,609.0,190.0,482.0,1.0,6.836842105263158
137,https://insights.blackcoffer.com/what-do-you-think-is-the-lesson-or-lessons-to-be-learned-with-covid-19/,9.0,22.0,-0.4193548251821024,0.17127071728579715,13.199998680000133,0.6818181818181818,5.552726744727327,13.2,609.0,132.0,308.0,1.0,6.196969696969697
138,https://insights.blackcoffer.com/coronavirus-the-unexpected-challenge-for-the-european-union/,11.0,30.0,-0.4634146228435458,0.24999999847560977,33.499991625002096,0.7611940298507462,13.704474261941138,33.5,609.0,134.0,360.0,1.0,7.037313432835821
139,https://insights.blackcoffer.com/industrial-revolution-4-0-pros-and-cons/,43.0,53.0,-0.10416666558159723,0.19047619009826153,11.909090548209377,0.7150127226463104,5.0496413083422755,11.909090909090908,609.0,393.0,1051.0,1.0,7.183206106870229
140,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy/,30.0,72.0,-0.4117647018454441,0.13746630709236346,15.307691915187387,0.7018425460636516,6.403813784500416,15.307692307692308,609.0,597.0,1430.0,1.0,6.561139028475712
141,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-2/,22.0,68.0,-0.5111111054320988,0.13043478241965972,19.892856432397984,0.6894075403949731,8.232905589117184,19.892857142857142,609.0,557.0,1307.0,1.0,6.384201077199282
142,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy/,67.0,113.0,-0.2555555541358025,0.1443464313196901,17.42372851824189,0.7626459143968871,7.2745497730555115,17.423728813559322,609.0,1028.0,2627.0,1.0,6.921206225680934
143,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-global-economy/,17.0,54.0,-0.5211267532235668,0.16985645892378837,13.370369875171486,0.7091412742382271,5.631804459763885,13.37037037037037,609.0,361.0,858.0,1.0,6.620498614958449
145,https://insights.blackcoffer.com/blockchain-in-fintech/,22.0,41.0,-0.30158729680020163,0.10194174740786124,17.258063959417292,0.7607476635514019,7.207524649187478,17.258064516129032,609.0,535.0,1327.0,1.0,6.9663551401869155
146,https://insights.blackcoffer.com/blockchain-for-payments/,48.0,79.0,-0.24409448626697255,0.1930091182477065,14.410256040762667,0.7508896797153025,6.0644582881911875,14.41025641025641,609.0,562.0,1406.0,1.0,7.065836298932385
147,https://insights.blackcoffer.com/the-future-of-investing/,57.0,50.0,0.06542056013625645,0.08961474029345498,18.73999962520001,0.7033084311632871,7.777323222545319,18.74,609.0,937.0,2324.0,1.0,6.722518676627534
148,https://insights.blackcoffer.com/big-data-analytics-in-healthcare/,40.0,67.0,-0.2523364462398463,0.12662721878505653,11.540983417360929,0.7230113636363636,4.9055979123989175,11.540983606557377,609.0,704.0,1777.0,1.0,6.713068181818182
149,https://insights.blackcoffer.com/business-analytics-in-the-healthcare-industry/,50.0,39.0,0.123595504229264,0.17729083630021747,23.777776456790196,0.7897196261682243,9.82699843318337,23.77777777777778,609.0,428.0,1234.0,1.0,7.733644859813084
150,https://insights.blackcoffer.com/challenges-and-opportunities-of-big-data-in-healthcare/,42.0,82.0,-0.32258064255983354,0.16939890687240586,10.032257902705519,0.657556270096463,4.2759256691207925,10.03225806451613,609.0,622.0,1570.0,1.0,6.681672025723473
